File name,URL link,Status Code,Status
/Users/ue/Downloads/2014_Winter/html/8b7af58be3634c2883a3fb4c79396b69.html,http://dx.doi.org/10.1016/j.ejca.2010.07.025,303,See Other
/Users/ue/Downloads/2014_Winter/html/8d23557ece004bf3b79991b1f53e8423.html,http://www.npr.org/blogs/thesalt/2014/02/04/269479079/how-american-food-companies-go-gmo-free-in-a-gmo-world,404,Not Found
/Users/ue/Downloads/2014_Winter/html/8d23557ece004bf3b79991b1f53e8423.html,http://www.ted.com/talks/michael_specter_the_danger_of_science_denial.html,301,Moved Permanently
/Users/ue/Downloads/2014_Winter/html/a4e4b905515f439ea8ab3fef9cc93ec3.html,http://www.nytimes.com/2013/11/08/health/fda-trans-fats.html?_r=0,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1056/NEJMoa1307352,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1136/bmj.f6048,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1093/oxfordjournals.eurheartj.a015111,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1001/jama.1991.03460140061027,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1097/01.mco.0000171152.51034.bf,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1001/jama.295.6.655,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1056/NEJM199103283241306,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1001/jama.1984.03340270029025,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1016/j.amjcard.2005.11.014,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1371/journal.pmed.1000252,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1001/jama.1982.03330120023025,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1136/bmj.f903,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1056/NEJMoa0807646,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.1056/NEJM199303043280902,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.3945/ajcn.2009.27725,303,See Other
/Users/ue/Downloads/2014_Winter/html/a9fabdcbcfc14eec8c39c6069b0b4a4e.html,http://dx.doi.org/10.3945/ajcn.2009.29146,303,See Other
/Users/ue/Downloads/2014_Winter/html/aceff69e2ec6435e86079499061bdf72.html,http://www.storify.com,302,Moved Temporarily
/Users/ue/Downloads/2014_Winter/html/aeed8ea949c54bd98be5193a6bfe0c34.html,http://www.nytimes.com/2006/11/08/dining/081mrex.html,303,See Other
/Users/ue/Downloads/2014_Winter/html/b1702f52e9ed41bdac5453b7c85e261a.html,http://dx.doi.org/10.1001/jama.2010.1638,303,See Other
/Users/ue/Downloads/2014_Winter/html/b1702f52e9ed41bdac5453b7c85e261a.html,http://dx.doi.org/10.1186/1471-2164-10-120,303,See Other
/Users/ue/Downloads/2014_Winter/html/b1702f52e9ed41bdac5453b7c85e261a.html,http://dx.doi.org/10.3945/ajcn.2008.25825B,303,See Other
/Users/ue/Downloads/2014_Winter/html/b1702f52e9ed41bdac5453b7c85e261a.html,http://dx.doi.org/10.1038/nrgastro.2010.41,303,See Other
/Users/ue/Downloads/2014_Winter/html/b5bde99e66ff46e6b877d351bfdc2afc.html,http://dx.doi.org/10.1056/NEJM196804042781419,303,See Other
/Users/ue/Downloads/2014_Winter/html/b5bde99e66ff46e6b877d351bfdc2afc.html,http://www.scientificamerican.com/article.cfm?id=its-time-to-end-the-war-on-salt,301,Moved Permanently
/Users/ue/Downloads/2014_Winter/html/b70fd2fb4e7a40c7a473e98660816dff.html,http://dx.doi.org/10.1126%2Fscience.1470903,303,See Other
/Users/ue/Downloads/2014_Winter/html/b70fd2fb4e7a40c7a473e98660816dff.html,http://dx.doi.org/10.4162/nrp.2013.7.1.34,303,See Other
/Users/ue/Downloads/2014_Winter/html/b70fd2fb4e7a40c7a473e98660816dff.html,http://dx.doi.org/10.1001/jama.288.7.835,303,See Other
/Users/ue/Downloads/2014_Winter/html/b70fd2fb4e7a40c7a473e98660816dff.html,http://dx.doi.org/10.2337/dc07-1144,303,See Other
/Users/ue/Downloads/2014_Winter/html/b9f77b6b8c8943b0b0809f51a233298f.html,http://www.iaso.org/site_media/library/resource_images/Numbers_overweight_and_obesity_3.pdf,301,Moved Permanently
/Users/ue/Downloads/2014_Winter/html/bd6f08c39c4e4a2f858ef3806624a007.html,http://www.nature.com/news/specials/gmcrops/index.html,404,Not Found
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.1073/pnas.87.19.7777,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.1016/S0140-6736(03)15027-1,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.1371/journal.pone.0011250,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.1016/S0140-6736(00)02685-4,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.1289/ehp.10260,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.3945/ajcn.2009.28041,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.1016/S0140-6736(02)11204-9,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.1093/aje/kwi006,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.1897/05-619R.1,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://dx.doi.org/10.1289/ehp.1002895,303,See Other
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://search.proquest.com/docview/228915016?accountid=12339,302,Moved Temporarily
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://search.proquest.com/docview/228921549?accountid=12339,302,Moved Temporarily
/Users/ue/Downloads/2014_Winter/html/be02b055f95d43e9a9708400239de61b.html,http://arabia.msn.com/news-gallery/news-gallery-detail/5662/indias-free-school-meals-now-a-deadly-problem/,403,Access denied
